,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Land Contour,Lot Config,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Roof Style,Exterior 1st,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Total Bsmt SF,Heating QC,Central Air,Gr Liv Area,Kitchen AbvGr,Kitchen Qual,Functional,Fireplace Qu,Garage Type,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,Screen Porch,Misc Val,Yr Sold,SalePrice,is_remodeled,bsmt_cond_dmy,fireplace_qu_dmy,garage_cond_dmy,is_new,is_SBrkr,has_stone_mas_vnr,lot_is_regular,has_slope
2133,70,RL,53.0,7155,Lvl,Inside,Crawfor,Norm,1Fam,2Story,6,8,Gable,Wd Sdng,0.0,TA,TA,BrkTil,No,Unf,Unf,686.0,TA,Y,1461,1,TA,Typ,Gd,Detchd,225.0,N,0,0,116,0,0,2007,11.813030057420567,0,0,0,1,0,1,0,1,0
2561,70,RM,42.0,7614,Lvl,Inside,OldTown,Norm,1Fam,2Story,3,5,Gable,MetalSd,0.0,TA,TA,BrkTil,Mn,Unf,Unf,738.0,Gd,Y,1376,1,TA,Typ,missing,Detchd,216.0,N,0,0,104,225,0,2006,11.481434797878858,0,1,0,1,0,0,0,1,0
1348,20,RL,68.253174,13284,Lvl,Inside,Sawyer,Pos,1Fam,1Story,5,5,Gable,Wd Sdng,0.0,TA,TA,PConc,Mn,BLQ,Unf,1383.0,TA,Y,1383,1,TA,Typ,Gd,Attchd,354.0,Y,511,116,0,0,0,2008,12.013700752882718,1,0,0,1,0,1,0,1,0
1432,60,RL,63.0,8199,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,Gable,WdShing,0.0,Gd,TA,PConc,Av,GLQ,Unf,728.0,Ex,Y,1456,1,Gd,Typ,Gd,Attchd,410.0,Y,36,18,0,0,0,2008,12.14950229404178,1,0,0,1,0,1,0,1,0
115,20,RL,88.0,9680,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,Gable,Wd Sdng,268.0,TA,TA,CBlock,No,BLQ,Unf,1510.0,Ex,Y,1510,1,Gd,Typ,missing,Attchd,517.0,Y,0,40,0,204,0,2010,12.09458226949681,1,0,0,1,0,1,0,1,0
906,80,RL,68.253174,13607,Lvl,Inside,Crawfor,Norm,1Fam,Sep,6,6,Gable,VinylSd,242.0,TA,Gd,CBlock,No,ALQ,Unf,572.0,Gd,Y,1982,1,TA,Typ,TA,BuiltIn,501.0,Y,400,112,0,0,1500,2009,12.245293358683455,1,0,0,1,0,1,0,0,0
1517,20,RL,74.0,9990,Lvl,Inside,Mitchel,Norm,1Fam,1Story,4,5,Gable,HdBoard,0.0,TA,TA,PConc,No,ALQ,Unf,1680.0,Gd,Y,1689,1,TA,Typ,TA,Attchd,432.0,Y,428,120,0,0,0,2008,12.339291489316397,1,0,0,1,0,1,0,1,0
1396,20,RL,68.253174,9200,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,5,6,Hip,VinylSd,0.0,TA,TA,CBlock,Av,LwQ,BLQ,938.0,TA,Y,938,1,TA,Typ,missing,Detchd,308.0,Y,145,0,0,0,0,2008,11.777210959615614,0,0,0,1,0,1,0,0,0
1674,60,RL,58.0,13204,Lvl,Inside,Gilbert,RRn,1Fam,2Story,7,5,Gable,VinylSd,44.0,TA,TA,PConc,No,Unf,Unf,608.0,Ex,Y,1458,1,Gd,Typ,missing,BuiltIn,454.0,Y,100,33,0,0,0,2007,12.032700919255804,0,0,0,1,1,1,1,0,0
1951,50,RM,52.0,6240,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,5,8,Gable,Wd Sdng,0.0,TA,Gd,BrkTil,No,Rec,Unf,672.0,Ex,Y,1322,1,TA,Typ,missing,Detchd,280.0,Y,0,0,0,0,0,2007,11.790557201568507,0,0,0,1,0,1,0,1,0
222,40,RL,68.253174,23595,Low,Inside,ClearCr,Norm,1Fam,1Story,7,6,Shed,Plywood,0.0,Gd,TA,PConc,Gd,GLQ,Unf,1332.0,TA,Y,1524,1,Gd,Typ,TA,Attchd,586.0,Y,268,0,0,0,0,2010,12.468436909997665,1,0,0,1,0,1,0,1,0
2638,150,RL,68.253174,1700,HLS,Inside,ClearCr,Norm,Twnhs,1.5Fin,7,5,Gable,VinylSd,0.0,Gd,TA,PConc,Mn,GLQ,Unf,430.0,TA,Y,1700,1,Gd,Typ,missing,Other,450.0,Y,188,36,0,200,0,2006,11.907666609715417,0,0,0,1,0,1,0,1,0
2824,20,RL,160.0,20000,Lvl,Inside,Mitchel,Norm,1Fam,1Story,5,7,Gable,VinylSd,0.0,TA,TA,CBlock,No,ALQ,Unf,1224.0,Ex,Y,1224,1,TA,Typ,TA,Detchd,576.0,Y,474,0,0,0,0,2006,11.782952602183288,0,0,0,1,0,1,0,1,0
1234,45,RL,59.0,7227,HLS,Corner,NAmes,Street,1Fam,1.5Unf,6,6,Gable,MetalSd,0.0,TA,TA,CBlock,No,Unf,Unf,832.0,Gd,Y,832,1,Gd,Typ,missing,Detchd,528.0,Y,0,0,0,0,0,2008,11.566466231898259,1,0,0,1,0,1,0,1,0
949,85,RL,50.0,7689,Lvl,Inside,Mitchel,Norm,1Fam,Sep,5,8,Gable,MetalSd,0.0,TA,TA,CBlock,Av,GLQ,BLQ,796.0,Gd,Y,796,1,TA,Typ,missing,Detchd,336.0,Y,138,0,0,0,0,2009,11.789799338705405,1,0,0,1,0,1,0,0,0
1001,20,RL,68.0,10295,Lvl,FR,NAmes,Norm,1Fam,1Story,4,6,Gable,HdBoard,72.0,TA,TA,CBlock,Mn,Rec,Unf,936.0,TA,Y,936,1,TA,Typ,missing,Attchd,288.0,Y,16,0,0,0,0,2008,11.625360894300016,1,0,0,1,0,1,0,1,0
1463,30,RL,67.0,5604,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,6,Gable,Stucco,0.0,TA,TA,CBlock,No,Rec,Unf,864.0,TA,N,864,1,TA,Typ,missing,Other,0.0,Y,0,0,96,0,0,2008,11.49272275765271,0,0,0,0,0,0,0,1,0
1343,190,RL,60.0,12900,Lvl,Inside,Sawyer,Street,2fmCon,1Story,5,4,Gable,BrkFace,0.0,TA,TA,PConc,No,BLQ,Unf,1300.0,Fa,Y,1140,1,TA,Typ,missing,Other,400.0,Y,0,0,190,0,0,2008,11.467310753709356,0,1,0,1,0,1,0,1,0
868,20,RL,74.0,10206,Lvl,Corner,Edwards,Norm,1Fam,1Story,3,3,Flat,BrkComm,0.0,TA,TA,Slab,missing,missing,missing,0.0,Fa,N,944,1,Fa,Min1,missing,Detchd,528.0,Y,0,0,0,0,0,2009,11.314474526246391,1,1,0,0,0,0,0,1,0
1297,50,RM,60.0,5520,Lvl,FR,BrkSide,Street,1Fam,1.5Fin,5,7,Gable,AsbShng,0.0,TA,Gd,BrkTil,No,ALQ,Unf,565.0,TA,Y,1216,1,TA,Typ,Gd,BuiltIn,355.0,Y,0,0,180,0,0,2008,11.652687407345388,0,0,0,1,0,1,0,0,0
1189,20,RL,63.0,7584,Lvl,Inside,NAmes,Street,1Fam,1Story,5,5,Hip,Wd Sdng,88.0,TA,TA,CBlock,No,LwQ,Unf,1036.0,Ex,Y,1036,1,TA,Typ,missing,Attchd,312.0,Y,120,24,0,0,0,2008,11.634257750137753,1,0,0,1,0,1,0,1,0
1693,60,RL,62.0,8244,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,Gable,VinylSd,0.0,Gd,TA,PConc,No,Unf,Unf,840.0,Ex,Y,1720,1,Gd,Typ,Gd,Attchd,440.0,Y,100,48,0,0,0,2007,12.119969946476761,1,0,0,1,0,1,0,0,0
2537,90,RL,60.0,8544,Lvl,Inside,NAmes,Norm,Duplex,1Story,3,4,Gable,Stucco,0.0,TA,TA,CBlock,missing,missing,missing,0.0,Gd,N,1040,2,TA,Typ,missing,Detchd,400.0,Y,0,0,0,0,0,2006,11.44571671527678,1,1,0,1,0,0,0,1,0
1595,80,RL,68.253174,10395,Lvl,FR,NWAmes,Norm,1Fam,Sep,6,6,Gable,HdBoard,233.0,TA,TA,CBlock,Av,ALQ,Unf,1032.0,TA,Y,1032,1,TA,Typ,TA,Attchd,564.0,Y,0,0,0,0,500,2007,11.904967552746252,1,0,0,1,0,1,0,0,0
2675,20,RL,70.0,9100,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,Gable,VinylSd,244.0,Gd,TA,PConc,Av,GLQ,Unf,1525.0,Ex,Y,1525,1,Gd,Typ,missing,Attchd,541.0,Y,219,36,0,0,0,2006,12.367340793126296,1,0,0,1,0,1,0,1,0
1119,50,RL,70.0,10759,Lvl,Corner,Sawyer,Street,1Fam,1.5Fin,5,4,Gable,HdBoard,0.0,TA,Gd,CBlock,No,LwQ,ALQ,1001.0,TA,Y,1641,1,TA,Typ,Gd,Detchd,490.0,Y,0,0,92,0,0,2008,11.84939770159144,1,0,0,1,0,1,0,1,0
862,180,RM,35.0,3675,Lvl,Inside,Edwards,Norm,TwnhsE,Sep,6,5,Gable,VinylSd,80.0,TA,TA,Wood,Gd,GLQ,Unf,547.0,Gd,Y,1072,1,TA,Typ,missing,Other,525.0,Y,0,28,0,0,0,2009,11.887931365593685,0,0,0,1,0,1,0,1,0
2496,20,RL,66.0,12778,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,Gable,MetalSd,0.0,TA,TA,CBlock,No,GLQ,Unf,1008.0,Ex,Y,1008,1,TA,Typ,missing,Attchd,280.0,Y,0,154,0,0,0,2006,11.845819880243557,0,0,0,1,0,0,0,1,0
2663,60,RL,91.0,10984,Lvl,Corner,CollgCr,Norm,1Fam,2Story,7,5,Gable,VinylSd,0.0,Gd,TA,PConc,Gd,Unf,Unf,945.0,Ex,Y,1809,1,Gd,Typ,missing,Attchd,638.0,Y,144,54,0,0,0,2006,12.253433216890011,0,0,0,1,1,1,0,0,0
1619,160,RM,21.0,2205,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,6,Gable,HdBoard,567.0,TA,TA,CBlock,No,ALQ,Unf,525.0,TA,Y,1092,1,TA,Typ,missing,Detchd,264.0,Y,144,0,0,0,0,2007,11.639558115903595,1,0,0,1,0,1,0,1,0
2649,50,RL,50.0,7585,Lvl,Inside,Edwards,Street,1Fam,1.5Fin,5,3,Gable,MetalSd,0.0,TA,TA,CBlock,Mn,Unf,Unf,810.0,Fa,Y,1456,1,TA,Typ,TA,Detchd,280.0,P,0,0,0,0,0,2006,11.424094251263613,0,1,0,1,0,0,0,1,0
2145,50,RL,68.253174,11275,HLS,Corner,Crawfor,Norm,1Fam,1.5Fin,6,7,Gable,MetalSd,480.0,TA,TA,CBlock,Mn,Rec,LwQ,854.0,TA,Y,1991,1,TA,Typ,Gd,Detchd,432.0,Y,0,0,19,0,0,2007,12.301382825334498,0,0,0,0,0,1,0,0,0
2471,20,RL,80.0,9600,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,Gable,WdShing,0.0,TA,TA,CBlock,Mn,BLQ,Unf,1251.0,TA,Y,1433,1,TA,Min1,Gd,Attchd,441.0,Y,144,0,205,0,0,2006,11.9891596439666,0,0,0,1,0,1,0,1,0
2586,50,RM,51.0,6120,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,3,5,Gable,AsbShng,0.0,Gd,TA,CBlock,No,Rec,Unf,728.0,Ex,Y,1162,1,TA,Typ,missing,Detchd,258.0,Y,0,24,0,0,0,2006,11.225243392518447,0,0,0,0,0,1,0,1,0
1032,120,RL,58.0,10110,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,9,5,Hip,MetalSd,492.0,Ex,TA,PConc,No,GLQ,Unf,1858.0,Ex,Y,1866,1,Ex,Typ,Gd,Attchd,870.0,Y,0,48,0,0,0,2008,12.727422692752377,1,0,0,1,1,1,0,0,0
143,20,RL,60.0,10950,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,Gable,WdShing,0.0,TA,TA,CBlock,No,BLQ,Unf,864.0,TA,Y,1064,1,Fa,Typ,missing,Detchd,318.0,Y,0,0,0,0,0,2010,11.813030057420567,1,0,0,1,0,1,0,1,0
1633,20,RL,110.0,14333,Lvl,Corner,NridgHt,Norm,1Fam,1Story,8,5,Gable,VinylSd,0.0,Gd,TA,PConc,Gd,GLQ,Unf,2108.0,Ex,Y,2122,1,Gd,Typ,Ex,Attchd,938.0,Y,130,142,0,0,0,2007,12.752672666102043,1,0,0,1,1,1,0,1,0
1090,60,FV,65.0,8125,Lvl,Inside,Somerst,Norm,1Fam,2Story,7,6,Gable,CemntBd,97.91702,Gd,TA,PConc,No,Unf,Unf,813.0,Ex,Y,1665,1,Gd,Typ,missing,Attchd,562.0,Y,0,0,0,0,0,2008,12.235388699864227,1,0,0,1,0,1,0,1,0
472,60,RL,68.253174,24682,Lvl,CulDSac,Gilbert,RRn,1Fam,2Story,6,5,Gable,VinylSd,0.0,TA,TA,PConc,No,Unf,Unf,841.0,Ex,Y,1675,1,TA,Typ,TA,BuiltIn,502.0,Y,0,103,0,0,0,2009,12.106252310247962,1,0,0,1,0,1,0,0,0
1150,20,RL,85.0,11050,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,5,Gable,HdBoard,0.0,TA,TA,CBlock,No,Rec,Unf,1740.0,Fa,Y,1740,1,TA,Typ,TA,Attchd,512.0,Y,25,0,0,192,0,2008,11.918390573078392,1,0,0,1,0,1,0,1,0
680,190,RM,50.0,6000,Lvl,Inside,OldTown,Norm,2fmCon,1.5Fin,5,4,Gable,Wd Sdng,0.0,TA,TA,CBlock,No,Unf,Unf,811.0,TA,Y,1387,2,Gd,Typ,missing,BuiltIn,256.0,Y,0,0,0,0,0,2009,11.440354772135393,1,0,0,1,0,0,0,1,0
2349,60,RL,60.0,21930,Lvl,Inside,Gilbert,RRn,1Fam,2Story,5,5,Gable,VinylSd,0.0,Gd,TA,PConc,Av,Unf,Unf,732.0,Ex,Y,1838,1,TA,Typ,Gd,BuiltIn,372.0,Y,100,40,0,0,0,2006,12.16597955196373,1,0,0,1,0,1,0,0,0
1309,50,RL,60.0,9120,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,7,6,Gable,Wd Sdng,0.0,TA,Gd,PConc,No,Rec,Unf,1026.0,Ex,Y,1820,1,TA,Typ,missing,Detchd,240.0,N,0,100,0,0,0,2008,12.122691036591123,0,0,0,1,0,1,0,1,0
1416,60,RL,41.0,10905,Lvl,CulDSac,CollgCr,Norm,1Fam,2Story,7,5,Gable,VinylSd,0.0,Gd,TA,PConc,No,Unf,Unf,1129.0,Ex,Y,2327,1,Gd,Typ,Gd,BuiltIn,596.0,Y,0,57,0,0,0,2008,12.388394202324129,1,0,0,1,0,1,0,0,0
1313,60,RM,57.0,8094,Lvl,Inside,OldTown,Norm,2fmCon,2.5Unf,6,8,Gable,Wd Sdng,0.0,TA,TA,PConc,Mn,Rec,Unf,1242.0,Gd,Y,1984,1,TA,Typ,missing,Detchd,360.0,Y,64,0,180,0,1000,2008,11.982929094215963,0,0,0,0,0,1,0,1,0
917,50,RL,48.0,12822,Lvl,CulDSac,Mitchel,Norm,1Fam,1.5Fin,7,5,Gable,VinylSd,0.0,Gd,TA,PConc,No,GLQ,Unf,1434.0,Ex,Y,2149,1,Gd,Typ,Ex,Attchd,670.0,Y,168,43,0,198,0,2009,12.387085012375499,1,0,0,1,0,1,0,0,0
224,50,RL,124.0,18600,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,3,4,Gable,Wd Sdng,0.0,TA,TA,CBlock,Mn,BLQ,LwQ,972.0,TA,Y,1610,1,Fa,Typ,Gd,Attchd,480.0,Y,0,0,60,0,450,2010,11.728036844587175,0,0,0,1,0,0,0,1,0
2163,50,RM,50.0,6060,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,4,5,Gable,AsbShng,0.0,TA,TA,PConc,No,Unf,Unf,732.0,Gd,Y,1123,1,TA,Typ,missing,Detchd,264.0,P,0,0,140,0,0,2007,11.512925464970229,0,0,0,1,0,1,0,1,0
1803,85,RL,68.253174,8723,Lvl,Inside,NWAmes,Pos,1Fam,Sep,6,6,Gable,HdBoard,0.0,TA,TA,PConc,Av,BLQ,Unf,973.0,Ex,Y,1082,1,TA,Typ,missing,Attchd,480.0,Y,160,0,0,0,0,2007,11.998433280751929,1,0,0,1,0,1,0,0,0
1508,120,RM,64.0,5587,HLS,Inside,Crawfor,Norm,TwnhsE,1Story,8,5,Hip,CemntBd,186.0,Ex,TA,PConc,Gd,GLQ,Unf,1600.0,Ex,Y,1652,1,Gd,Typ,Gd,Attchd,482.0,Y,162,53,0,0,0,2008,12.8802918162046,1,0,0,1,1,1,1,0,0
2311,60,RL,103.0,12867,Lvl,Corner,NridgHt,Norm,1Fam,2Story,8,5,Gable,CemntBd,97.91702,Gd,TA,PConc,Av,Unf,Unf,1209.0,Ex,Y,2253,1,Ex,Typ,Gd,Attchd,575.0,Y,243,142,0,0,0,2006,12.748783489541202,0,0,0,1,1,1,0,0,0
1650,20,RL,94.0,13615,HLS,Corner,NridgHt,Norm,1Fam,1Story,9,5,Hip,MetalSd,510.0,Ex,TA,PConc,Gd,Unf,Unf,1802.0,Ex,Y,1802,1,Ex,Typ,Gd,Attchd,843.0,Y,158,105,0,0,0,2007,12.826649133255284,1,0,0,1,0,1,1,0,0
135,20,RL,70.0,10552,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,Hip,BrkFace,0.0,TA,TA,CBlock,No,Rec,Unf,1398.0,Gd,Y,1700,1,Gd,Typ,Gd,Attchd,447.0,Y,0,38,0,0,0,2010,12.016726473799254,1,0,0,1,0,1,0,0,0
2044,60,RL,78.0,9316,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,Gable,VinylSd,0.0,Gd,TA,PConc,Gd,Unf,Unf,879.0,Ex,Y,1795,1,Gd,Typ,missing,Attchd,578.0,Y,164,111,0,0,0,2007,12.160028707028767,0,0,0,1,0,1,0,1,0
1579,120,RL,38.0,4740,Lvl,Inside,StoneBr,Norm,TwnhsE,1Story,8,5,Gable,CemntBd,0.0,Gd,TA,CBlock,Gd,GLQ,Unf,1166.0,Gd,Y,1179,1,TA,Typ,missing,Attchd,480.0,Y,0,108,0,135,0,2007,12.111761966058932,1,0,0,1,0,1,0,0,0
1740,60,FV,84.0,10207,Lvl,Inside,Somerst,Norm,1Fam,2Story,7,6,Gable,VinylSd,0.0,Gd,TA,PConc,No,Unf,Unf,874.0,Ex,Y,1761,1,Gd,Typ,missing,Attchd,578.0,Y,144,105,0,0,0,2007,12.336552511980964,1,0,0,1,1,1,0,1,0
2720,20,RL,67.0,8877,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,5,Gable,Wd Sdng,0.0,TA,TA,CBlock,No,LwQ,Unf,836.0,TA,Y,1220,1,TA,Typ,missing,Detchd,396.0,Y,0,0,0,0,0,2006,11.532728092266408,1,1,0,1,0,0,0,1,0
1970,70,RM,60.0,6882,Lvl,Inside,IDOTRR,Norm,1Fam,2Story,6,7,Gable,Wd Sdng,0.0,TA,TA,PConc,No,Unf,Unf,684.0,TA,Y,1355,1,Gd,Typ,missing,Other,0.0,Y,136,0,115,0,0,2007,11.751942365440728,0,0,0,0,0,1,0,1,0
1061,75,RL,84.0,9660,Lvl,Inside,NoRidge,Norm,1Fam,2.5Unf,8,5,Hip,HdBoard,1290.0,Gd,TA,PConc,No,Unf,Unf,1173.0,Ex,Y,2199,1,Gd,Typ,TA,Attchd,516.0,Y,0,131,0,0,0,2008,12.558488532548523,1,0,0,1,0,1,0,1,0
354,20,RL,63.0,17423,Lvl,CulDSac,StoneBr,Norm,1Fam,1Story,9,5,Hip,VinylSd,748.0,Ex,TA,PConc,No,GLQ,Unf,2216.0,Ex,Y,2234,1,Ex,Typ,Gd,Attchd,1166.0,Y,0,60,0,0,0,2009,13.1260306447518,0,0,0,1,1,1,1,0,0
1594,60,RL,68.253174,12046,Lvl,Inside,NWAmes,Norm,1Fam,2Story,6,6,Gable,Plywood,298.0,TA,TA,CBlock,No,LwQ,Unf,848.0,TA,Y,2030,1,Gd,Typ,TA,Attchd,551.0,Y,0,224,0,0,0,2007,12.180754837545884,1,0,0,1,0,1,0,0,0
2263,20,RL,91.0,14145,Lvl,Corner,NWAmes,Norm,1Fam,1Story,7,7,Gable,Wd Sdng,0.0,Gd,TA,CBlock,Mn,ALQ,Unf,1208.0,Ex,Y,1621,1,Gd,Typ,missing,Attchd,440.0,Y,108,45,0,0,400,2006,12.218495165528731,0,0,0,1,0,1,0,1,0
719,75,RL,68.253174,11888,Bnk,Inside,BrkSide,Pos,1Fam,2.5Unf,6,6,Gable,Wd Sdng,0.0,TA,TA,BrkTil,No,Unf,Unf,844.0,Gd,N,2134,1,Gd,Typ,missing,Detchd,441.0,Y,0,60,268,0,0,2009,12.27606501735021,0,0,0,1,0,0,0,0,0
789,90,RL,68.253174,7976,Lvl,Inside,SawyerW,Street,Duplex,2Story,7,5,Hip,VinylSd,23.0,TA,TA,PConc,No,GLQ,Unf,1168.0,Ex,Y,2787,2,TA,Typ,TA,BuiltIn,820.0,Y,312,0,0,0,0,2009,12.504323669331189,1,0,0,1,0,1,0,1,0
1374,60,RL,68.253174,9771,Lvl,Corner,SawyerW,Norm,1Fam,2Story,6,5,Gable,HdBoard,190.0,Gd,TA,PConc,No,LwQ,Unf,1077.0,Ex,Y,2814,1,Gd,Typ,TA,BuiltIn,614.0,Y,48,32,0,216,0,2008,12.468436909997665,0,0,0,1,0,1,0,0,0
2058,20,RL,60.0,8070,Lvl,Inside,CollgCr,Norm,1Fam,1Story,4,5,Gable,VinylSd,0.0,TA,TA,PConc,No,GLQ,Unf,990.0,Ex,Y,990,1,TA,Typ,missing,Other,0.0,Y,0,0,0,0,0,2007,11.724805824005728,0,0,0,0,0,1,0,1,0
2674,20,RL,43.0,13568,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,5,5,Gable,VinylSd,0.0,TA,TA,PConc,No,ALQ,Unf,990.0,Ex,Y,990,1,TA,Typ,missing,Attchd,576.0,Y,224,0,0,0,0,2006,11.957611286231675,1,0,0,1,0,1,0,0,0
2050,20,RL,155.0,20064,Low,Inside,ClearCr,Norm,1Fam,1Story,8,6,Shed,Wd Sdng,0.0,Gd,TA,CBlock,Gd,LwQ,GLQ,966.0,Ex,Y,1743,1,Gd,Typ,Fa,Attchd,529.0,Y,646,0,0,0,0,2007,12.538967060803502,1,0,1,1,0,1,0,0,0
2160,50,RM,50.0,7000,Lvl,Corner,IDOTRR,Norm,1Fam,1.5Fin,6,7,Gable,Wd Sdng,0.0,TA,TA,BrkTil,No,ALQ,Unf,720.0,Gd,Y,1215,1,Gd,Typ,missing,Detchd,720.0,Y,0,0,30,0,0,2007,11.856515169360305,0,0,0,1,0,0,0,1,0
2500,20,RL,80.0,13600,Bnk,Inside,NAmes,Norm,1Fam,1Story,5,6,Gable,HdBoard,0.0,TA,TA,CBlock,No,Rec,BLQ,1056.0,Gd,Y,1056,1,TA,Typ,missing,Attchd,300.0,Y,0,0,0,0,650,2006,11.736069016284437,1,0,0,1,0,1,0,1,0
2184,20,RL,115.0,16905,Lvl,Inside,Timber,Norm,1Fam,1Story,5,6,Gable,VinylSd,0.0,TA,Gd,CBlock,Gd,BLQ,Unf,1350.0,Gd,Y,1328,1,TA,Typ,Gd,Attchd,308.0,P,0,104,0,0,0,2007,12.043553716032399,1,0,0,1,0,1,0,1,0
1495,50,RM,60.0,6000,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,6,8,Gable,VinylSd,0.0,TA,TA,CBlock,No,Unf,Unf,720.0,Gd,Y,1090,1,TA,Typ,missing,Detchd,240.0,Y,0,0,0,0,0,2008,11.695247021764184,0,0,0,1,0,1,0,1,0
959,60,RL,72.0,8702,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,Gable,VinylSd,0.0,TA,TA,PConc,No,BLQ,Unf,926.0,Ex,Y,1604,1,TA,Typ,TA,Attchd,470.0,Y,0,36,0,0,0,2008,12.141534124392603,0,0,0,1,0,1,0,0,0
2371,20,RL,49.0,15218,Lvl,CulDSac,Somerst,RRn,1Fam,1Story,8,5,Gable,VinylSd,97.91702,Gd,TA,PConc,No,GLQ,Unf,1670.0,Ex,Y,1670,1,Gd,Typ,Gd,Attchd,928.0,Y,0,240,200,0,0,2006,12.727303942010046,1,0,0,1,1,1,0,0,0
346,60,RL,68.253174,9765,Lvl,Corner,Gilbert,Norm,1Fam,2Story,6,8,Gable,VinylSd,68.0,Ex,Gd,PConc,No,ALQ,Unf,680.0,Gd,Y,1470,1,TA,Typ,TA,BuiltIn,420.0,Y,232,63,0,0,480,2009,12.128111104060462,1,0,0,1,0,1,0,0,0
297,30,C (all),66.0,8712,Lvl,Corner,IDOTRR,Norm,1Fam,1Story,4,7,Hip,Wd Sdng,0.0,Fa,Fa,CBlock,No,Unf,Unf,756.0,Gd,Y,952,1,TA,Typ,missing,Detchd,330.0,N,0,0,265,0,0,2010,10.822534482604,0,0,0,1,0,1,0,1,0
237,60,RL,80.0,9938,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,5,Gable,MetalSd,246.0,Gd,TA,PConc,No,GLQ,Unf,1050.0,Ex,Y,1949,1,Gd,Typ,TA,Attchd,574.0,Y,156,90,0,0,0,2010,12.371587084007746,0,0,0,1,0,1,0,1,0
2283,160,RM,24.0,2760,Lvl,Inside,BrDale,Norm,TwnhsE,2Story,6,5,Gable,HdBoard,514.0,TA,TA,CBlock,No,Unf,Unf,525.0,TA,Y,1092,1,TA,Typ,missing,Detchd,440.0,Y,0,0,0,0,0,2006,11.566466231898259,1,0,0,1,0,1,0,1,0
47,120,RL,43.0,3203,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,5,Gable,VinylSd,14.0,Gd,TA,PConc,Av,GLQ,Unf,1145.0,Ex,Y,1145,1,Gd,Typ,missing,Attchd,437.0,Y,100,116,0,0,0,2010,11.982929094215963,1,0,0,1,0,1,0,1,0
2725,20,RL,75.0,8050,Lvl,Inside,Edwards,Norm,1Fam,1Story,6,5,Gable,VinylSd,97.91702,TA,TA,PConc,Av,GLQ,ALQ,914.0,Ex,Y,914,1,Gd,Typ,missing,Other,0.0,N,32,0,0,0,0,2006,11.672063686308526,1,0,0,0,0,1,0,1,0
1543,180,RM,21.0,1974,Lvl,Inside,MeadowV,Norm,Twnhs,Sep,4,7,Gable,CemntBd,0.0,TA,Gd,CBlock,Av,GLQ,Unf,526.0,Gd,Y,988,1,TA,Typ,missing,BuiltIn,297.0,Y,120,101,0,0,0,2008,11.56171562913966,0,0,0,1,0,1,0,1,0
2728,180,RM,35.0,3675,Lvl,Inside,Edwards,Norm,TwnhsE,Sep,6,5,Gable,VinylSd,82.0,TA,TA,PConc,Gd,GLQ,Unf,547.0,Gd,Y,1072,1,TA,Typ,missing,Other,525.0,Y,0,44,0,0,0,2006,11.84939770159144,0,0,0,1,1,1,0,1,0
2245,60,RL,68.253174,7685,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,Gable,HdBoard,112.0,TA,TA,PConc,No,ALQ,Unf,697.0,Gd,Y,1501,1,Gd,Typ,TA,Attchd,420.0,Y,190,63,0,0,0,2006,12.017330520933296,0,0,0,1,0,1,0,0,0
78,85,RL,88.0,11782,Lvl,Inside,Sawyer,Norm,1Fam,Sep,5,7,Gable,HdBoard,0.0,TA,TA,CBlock,Av,ALQ,Unf,1109.0,TA,Y,1155,1,Gd,Min2,missing,Detchd,576.0,Y,192,0,0,0,400,2010,11.904967552746252,0,0,0,1,0,1,0,0,0
